,Tweet Content,tokens,clean_tweet,sentiment,sentiment_class,label,polarity,subjectivity
56,"""We don't deny that the climate changes naturally but we do deny that humans have any negative impact on the climate. There is no climate emergency. #JeremyVine https://t.co/bhNVdwjhyI""","['deny', 'climate', 'change', 'naturally', 'deny', 'human', 'negative', 'impact', 'climate', 'climate', 'emergency']",deny climate change naturally deny human negative impact climate climate emergency,-0.8779,negative,0,-0.06666666666666667,0.3
57,"""“We have learned from Covid that diseases have no borders. There are different circumstances that are not in favour of humans in the human v superbug battle, whether it’s the spread of migration or the climate that changes in a beneficial way for bacteria"" https://t.co/ou3DfkQRT7""","['learned', 'covid', 'disease', 'border', 'different', 'circumstance', 'favour', 'human', 'human', 'superbug', 'battle', 'whether', 'spread', 'migration', 'climate', 'change', 'beneficial', 'way', 'bacteria']",learned covid disease border different circumstance favour human human superbug battle whether spread migration climate change beneficial way bacteria,0.4939,positive,1,0.0,0.26666666666666666
58,"""New PhD position available at the Professorship of Forest Ecology @ForEco_ETH at ETH Zurich, Switzerland to study tree species' drought resilience in the face of climate changes.   

Follow the link: https://t.co/UqWUeseVLm
 #Forests4Climate #Treerings #Climate #ClimateChange https://t.co/Nqtv4B5CGW""","['new', 'phd', 'position', 'available', 'professorship', 'forest', 'ecology', 'eth', 'zurich', 'switzerland', 'study', 'tree', 'specie', 'drought', 'resilience', 'face', 'climate', 'change', 'follow', 'link']",new phd position available professorship forest ecology eth zurich switzerland study tree specie drought resilience face climate change follow link,0.0,neutral,2,0.2681818181818182,0.42727272727272725
59,"""@GreyBearLtd @Jim_Cornelius @GhostGone420 The climate changes yes but not over such a short time frame and so quickly. And when it has change rapidly mass extinctions happen. 

How is water displacement causing it?""","['climate', 'change', 'yes', 'short', 'time', 'frame', 'quickly', 'ha', 'change', 'rapidly', 'mass', 'extinction', 'happen', 'water', 'displacement', 'causing']",climate change yes short time frame quickly ha change rapidly mass extinction happen water displacement causing,0.6249,positive,1,0.16666666666666666,0.4
60,"""@TPSpencer88 @nextecocar @HannahEDaly Gov can only change what it has control of. VAT on imports from outside EU single-market would need a derogation from EU comission &amp; agreement from other 26 countries.
Worth pursuing but 2ndhand EV grants to compensate is something gov could implement very quickly &amp; at a min…""","['gov', 'change', 'ha', 'control', 'vat', 'import', 'outside', 'single', 'market', 'would', 'need', 'derogation', 'comission', 'agreement', 'country', 'worth', 'pursuing', '2ndhand', 'grant', 'compensate', 'something', 'gov', 'could', 'implement', 'quickly', 'min…']",gov change ha control vat import outside single market would need derogation comission agreement country worth pursuing 2ndhand grant compensate something gov could implement quickly min…,0.8402,positive,1,0.14047619047619048,0.21607142857142858
61,"""@BSF42069 @Jim_Cornelius @GhostGone420 The climate changes all the time, I think a more plausible cause is water displacement.""","['climate', 'change', 'time', 'think', 'plausible', 'cause', 'water', 'displacement']",climate change time think plausible cause water displacement,0.0,neutral,2,0.5,0.5
62,"""@OmarAbbasHyat The big house perpetuates the grip of Imperial powers and little else. Any changes that might benefit world masses are invariably dampened down. Climate. Health. Water.
War is so profitable the UN wouldn't dream of moving from the 45th Street for fear of upsetting Wall Street.""","['big', 'house', 'perpetuates', 'grip', 'imperial', 'power', 'little', 'else', 'change', 'might', 'benefit', 'world', 'mass', 'invariably', 'dampened', 'climate', 'health', 'water', 'war', 'profitable', 'dream', 'moving', '45th', 'street', 'fear', 'upsetting', 'wall', 'street']",big house perpetuates grip imperial power little else change might benefit world mass invariably dampened climate health water war profitable dream moving 45th street fear upsetting wall street,-0.5106,negative,0,-0.09375,0.3
63,"""A youth-led movement sweeps the globe, demanding action on climate change. Their passionate voices echo in the halls of power, driving policy changes.
#KejriwalFightsPollution

https://t.co/CY35SQosDO""","['youth', 'led', 'movement', 'sweep', 'globe', 'demanding', 'action', 'climate', 'change', 'passionate', 'voice', 'echo', 'hall', 'power', 'driving', 'policy', 'change']",youth led movement sweep globe demanding action climate change passionate voice echo hall power driving policy change,0.3612,positive,1,0.025,0.47500000000000003
64,"""Agriculture sector is responsible for 1/3rd of global GHG emissions &amp; major driver of biodiversity loss. Urgent changes in the food systems are needed.

Read the @UKHealthClimate policy report on biodiversity, climate change &amp; health https://t.co/EC2mRoIq2e

#UKHACCBiodiversity https://t.co/Aofqc53jkW""","['agriculture', 'sector', 'responsible', '3rd', 'global', 'ghg', 'emission', 'major', 'driver', 'biodiversity', 'loss', 'urgent', 'change', 'food', 'system', 'needed', 'read', 'policy', 'report', 'biodiversity', 'climate', 'change', 'health']",agriculture sector responsible 3rd global ghg emission major driver biodiversity loss urgent change food system needed read policy report biodiversity climate change health,0.2023,positive,1,0.065625,0.2625
65,"""@Concern70732755 Climate changes is the biggest tax scam in history""","['climate', 'change', 'biggest', 'tax', 'scam', 'history']",climate change biggest tax scam history,-0.5719,negative,0,0.0,0.0
66,"""📣First week task is done. We have told climate changes and bad effects. We have taken attention to save the water and made water footprints.
#ClimateAction @koentimmers @JenWilliamsEdu @Devrek_mem @ZonguldakMEM @suelcileri https://t.co/pGRs66mZpN""","['first', 'week', 'task', 'done', 'told', 'climate', 'change', 'bad', 'effect', 'taken', 'attention', 'save', 'water', 'made', 'water', 'footprint']",first week task done told climate change bad effect taken attention save water made water footprint,-0.0772,neutral,2,-0.22499999999999992,0.5
67,"""@Unity_Coach @delboy00789 @RBarker0341 @GeezercitizenX @marsha75353 @andrew7rd @Fpalzero @TakethatCt @bruch_amy @jeanne_cleve @SMOrkney @DHasper @Tdillon06 @PinkWings66 @Gigi69030829 @hammerlane46077 @UncleLazarus @rotor_motor13b @GoFishLynn @tonymac5 @Geekonomicon @arduatendit @JonRFleming @JacksonJam50990 @1D10Two @SynthIge @CoryRove @anon5standingby @kiwi_kent @Millska21 @LetsGeuxBrandon @FreeSoulUS1 @MiniJet10 @375NorseLegend @ArchaicRevival4 @MrKartoom @ADevotedYogi @musicte65902305 @the_lorean @garrytomo @merlin_saint @_MAGAPatriot_ @WebGuyTV @ian36613527 @LauriWi39168137 @giRlOvErBoArD5 @LauriHWilliams @magicnumber41 @BlaylockMooky @vandahl7 Now that depends on over which time period you are looking. For change in climate you need to look over tens of thousands of years or more as a span. Not, say, 1850 to present. For example, the pole polarity changes regularly (we're overdue a switch), or ice age frequency.""","['depends', 'time', 'period', 'looking', 'change', 'climate', 'need', 'look', 'ten', 'thousand', 'year', 'span', 'say', '1850', 'present', 'example', 'pole', 'polarity', 'change', 'regularly', 'overdue', 'switch', 'ice', 'age', 'frequency']",depends time period looking change climate need look ten thousand year span say 1850 present example pole polarity change regularly overdue switch ice age frequency,0.0,neutral,2,0.0,0.025641025641025644
68,"""Here's the deal: 

The climate is being affected by the solar system changes that are right now, causing all the planets of the solar system to heat up. 

The same people telling you you have to die are the same people doing their damnedest to erase that astronomical data… https://t.co/1X4cKzZCWB""","['deal', 'climate', 'affected', 'solar', 'system', 'change', 'right', 'causing', 'planet', 'solar', 'system', 'heat', 'people', 'telling', 'die', 'people', 'damnedest', 'erase', 'astronomical', 'data…']",deal climate affected solar system change right causing planet solar system heat people telling die people damnedest erase astronomical data…,-0.7184,negative,0,0.2857142857142857,0.5357142857142857
69,"""A youth-led movement sweeps the globe, demanding action on climate change. Their passionate voices echo in the halls of power, driving policy changes.#KejriwalFightsPollution

https://t.co/CY35SQosDO""","['youth', 'led', 'movement', 'sweep', 'globe', 'demanding', 'action', 'climate', 'change', 'passionate', 'voice', 'echo', 'hall', 'power', 'driving', 'policy', 'change']",youth led movement sweep globe demanding action climate change passionate voice echo hall power driving policy change,0.3612,positive,1,0.025,0.47500000000000003
70,"""Wildfires are likely to get worse as the climate changes. We at @theCCCuk have been recommending the Government creates and implements a cross-departmental wildfire strategy with external stakeholders to identify and mitigate risks of wildfire.

https://t.co/LInlhq2Grj""","['wildfire', 'likely', 'get', 'worse', 'climate', 'change', 'recommending', 'government', 'creates', 'implement', 'cross', 'departmental', 'wildfire', 'strategy', 'external', 'stakeholder', 'identify', 'mitigate', 'risk', 'wildfire']",wildfire likely get worse climate change recommending government creates implement cross departmental wildfire strategy external stakeholder identify mitigate risk wildfire,-0.4767,negative,0,-0.1,0.42500000000000004
71,"""@CurwehnJoseph @Sargon_of_Akkad @SydSteyerhart The climate didn't just affect crops, it affected the minds of those who lived there.  
You're giving me a utopian vision, I'm giving you history and practicality. You have to settle 250 million people in villages. For starters, how far apart are these villages going to be?""","['climate', 'affect', 'crop', 'affected', 'mind', 'lived', 'giving', 'utopian', 'vision', 'giving', 'history', 'practicality', 'settle', '250', 'million', 'people', 'village', 'starter', 'far', 'apart', 'village', 'going']",climate affect crop affected mind lived giving utopian vision giving history practicality settle 250 million people village starter far apart village going,0.6369,positive,1,0.1,1.0
72,"""#HurricaneIan 20”+ of rain in 6 hours was made ~20% wetter by climate warming. I interviewed study author Dr Michael Wehner about this &amp; another study showing changes in steering &amp;  lowering shear increasing the risk for Gulf Coast Hurricanes. Watch here: https://t.co/E2MCXBpCxo https://t.co/LdGhwEqFWp""","['rain', 'made', 'wetter', 'climate', 'warming', 'interviewed', 'study', 'author', 'michael', 'wehner', 'another', 'study', 'showing', 'change', 'steering', 'lowering', 'shear', 'increasing', 'risk', 'gulf', 'coast', 'hurricane', 'watch']",rain made wetter climate warming interviewed study author michael wehner another study showing change steering lowering shear increasing risk gulf coast hurricane watch,-0.3612,negative,0,0.0,0.0
73,"""@KaygeeAtWork @latimeralder There. Is. No. Climate. Crisis. 
And,
Opportunity Cost is Real.""","['climate', 'crisis', 'opportunity', 'cost', 'real']",climate crisis opportunity cost real,-0.3182,negative,0,0.2,0.30000000000000004
74,"""@PrayingKinnes7 Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global Amen""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global', 'amen']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global amen,0.6808,positive,1,0.011111111111111112,0.022222222222222223
75,"""@JohnFetterman Democrats - 
Wide Open Border
Crime Filled D Cities
Much Higher Inflation
Sky High Energy Costs
Political Prosecutions
Abortion in 9th Month
Sexual Books for Kids
Sex Changes for Minors
Corruption of Biden$
Weaponized DOJ &amp; FBI
Revolving Door Criminals
Climate Change 24/7 Fears""","['democrat', 'wide', 'open', 'border', 'crime', 'filled', 'city', 'much', 'higher', 'inflation', 'sky', 'high', 'energy', 'cost', 'political', 'prosecution', 'abortion', '9th', 'month', 'sexual', 'book', 'kid', 'sex', 'change', 'minor', 'corruption', 'biden', 'weaponized', 'doj', 'fbi', 'revolving', 'door', 'criminal', 'climate', 'change', 'fear']",democrat wide open border crime filled city much higher inflation sky high energy cost political prosecution abortion 9th month sexual book kid sex change minor corruption biden weaponized doj fbi revolving door criminal climate change fear,-0.9042,negative,0,0.08444444444444443,0.5025925925925926
76,"""@blinkxreal Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global,0.6808,positive,1,0.011111111111111112,0.022222222222222223
77,"""New PhD position available at the Professorship of Forest Ecology @ForEco_ETH at ETH Zurich, Switzerland to study tree species' drought resilience in the face of climate changes.   

Follow the link: https://t.co/UqWUeseVLm
 #Forests4Climate #Treerings #Climate #ClimateChange https://t.co/Nqtv4B5CGW""","['new', 'phd', 'position', 'available', 'professorship', 'forest', 'ecology', 'eth', 'zurich', 'switzerland', 'study', 'tree', 'specie', 'drought', 'resilience', 'face', 'climate', 'change', 'follow', 'link']",new phd position available professorship forest ecology eth zurich switzerland study tree specie drought resilience face climate change follow link,0.0,neutral,2,0.2681818181818182,0.42727272727272725
78,"""We don't deny that the climate changes naturally but we do deny that humans have any negative impact on the climate. There is no climate emergency. #JeremyVine https://t.co/bhNVdwjhyI""","['deny', 'climate', 'change', 'naturally', 'deny', 'human', 'negative', 'impact', 'climate', 'climate', 'emergency']",deny climate change naturally deny human negative impact climate climate emergency,-0.8779,negative,0,-0.06666666666666667,0.3
79,"""@ChristIsComing5 Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global Amen""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global', 'amen']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global amen,0.6808,positive,1,0.011111111111111112,0.022222222222222223
80,"""@accessd @nationalpost We must stop all emissions, preferably we should have started 40 years ago. But oil lobbyists stopped that, just like how they stopped your brain from thinking critically.

#ClimateDenial is a lost cause!""","['must', 'stop', 'emission', 'preferably', 'started', 'year', 'ago', 'oil', 'lobbyist', 'stopped', 'like', 'stopped', 'brain', 'thinking', 'critically', 'lost', 'cause']",must stop emission preferably started year ago oil lobbyist stopped like stopped brain thinking critically lost cause,-0.5859,negative,0,0.0,0.8
81,"""@accessd @nationalpost It has primarily been used to frame the contrast between industrialised nations that have been burning large volumes of #FossilFuels freely for centuries and the poorer regions that are most susceptible to rising temperature.
#ClimateBrawl
#ClimateCrisis
#GlobalWarming""","['ha', 'primarily', 'used', 'frame', 'contrast', 'industrialised', 'nation', 'burning', 'large', 'volume', 'freely', 'century', 'poorer', 'region', 'susceptible', 'rising', 'temperature']",ha primarily used frame contrast industrialised nation burning large volume freely century poorer region susceptible rising temperature,0.4215,positive,1,0.33809523809523806,0.5761904761904763
82,"""@JuniperMesa @daily_cowboy @HagemanforWY https://t.co/LcsDwHUCxN""",[],,0.0,neutral,2,0.0,0.0
83,"""@Bet88PH Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global https://t.co/CWcktH0hc9""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global,0.6808,positive,1,0.011111111111111112,0.022222222222222223
84,"""@UniofReading Learn more here!

https://t.co/SUZQzTQMQz""",['learn'],learn,0.0,neutral,2,0.0,0.0
85,"""@SETexasND @skywatcher313 Evidence of HAARP top right""","['evidence', 'haarp', 'top', 'right']",evidence haarp top right,0.2023,positive,1,0.39285714285714285,0.5178571428571428
86,"""@swshipman @FamedCelebrity It's all designed to provide the scammers with a way out when the climate doesn't behave as predicted. 

The climate changes""","['designed', 'provide', 'scammer', 'way', 'climate', 'behave', 'predicted', 'climate', 'change']",designed provide scammer way climate behave predicted climate change,0.0,neutral,2,0.0,0.0
87,"""@UniofReading ""Major changes"" are needed in our food systems, and 80% beef burgers are not compatible with a sustainable future - even if they're 20% mushrooms.

Plant-forward is not a proportionate response to the climate crisis; only plant-based is.

Screenshot from https://t.co/8jFoGcfbpt https://t.co/7HBKqvSzfq""","['major', 'change', 'needed', 'food', 'system', 'beef', 'burger', 'compatible', 'sustainable', 'future', 'even', 'mushroom', 'plant', 'forward', 'proportionate', 'response', 'climate', 'crisis', 'plant', 'based', 'screenshot']",major change needed food system beef burger compatible sustainable future even mushroom plant forward proportionate response climate crisis plant based screenshot,-0.6249,negative,0,0.03125,0.3125
88,"""@accessd @nationalpost As industrialised nations and corporations have amassed wealth by burning fossil fuels, many also argue that a “just” outcome would involve them redistributing more of this wealth towards those having to deal with the consequences.""","['industrialised', 'nation', 'corporation', 'amassed', 'wealth', 'burning', 'fossil', 'fuel', 'many', 'also', 'argue', '“just”', 'outcome', 'would', 'involve', 'redistributing', 'wealth', 'towards', 'deal', 'consequence']",industrialised nation corporation amassed wealth burning fossil fuel many also argue “just” outcome would involve redistributing wealth towards deal consequence,0.6124,positive,1,0.5,0.5
89,"""@Climate_Earth20 The earth wobbles on it's axis with a period of 11,000 years, that changes the polar environments. So there is that in the mix.""","['earth', 'wobble', 'axis', 'period', '000', 'year', 'change', 'polar', 'environment', 'mix']",earth wobble axis period 000 year change polar environment mix,0.0,neutral,2,-0.08333333333333333,0.25
90,"""@dave43law What balance on climate change?
Man made climate change is real and happening right now.
It's totally different from day-to-day weather or seasonal changes.
The planet is warming due to human activities.""","['balance', 'climate', 'change', 'man', 'made', 'climate', 'change', 'real', 'happening', 'right', 'totally', 'different', 'day', 'day', 'weather', 'seasonal', 'change', 'planet', 'warming', 'due', 'human', 'activity']",balance climate change man made climate change real happening right totally different day day weather seasonal change planet warming due human activity,0.1531,positive,2,0.07214285714285715,0.3821428571428572
91,"""@Heather58616159 Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global Amen 🙏""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global', 'amen']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global amen,0.6808,positive,1,0.011111111111111112,0.022222222222222223
92,"""@jbondwagon @BoredApeYC @BAPEOFFICIAL @DillyDilly_eth Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global,0.6808,positive,1,0.011111111111111112,0.022222222222222223
93,"""“Clouds” 

#Geoengineering changes climate. https://t.co/3Ao6qseKpY""","['“clouds”', 'change', 'climate']",“clouds” change climate,0.0,neutral,2,0.0,0.0
94,"""@UniofReading ""Major changes"" are needed in our food systems, and 80% beef burgers are not compatible with a sustainable future - even if they're 20% mushrooms.

Plant-forward is not a proportionate response to the climate crisis; only plant-based is.

Screenshot from https://t.co/8jFoGcfbpt https://t.co/7HBKqvSzfq""","['major', 'change', 'needed', 'food', 'system', 'beef', 'burger', 'compatible', 'sustainable', 'future', 'even', 'mushroom', 'plant', 'forward', 'proportionate', 'response', 'climate', 'crisis', 'plant', 'based', 'screenshot']",major change needed food system beef burger compatible sustainable future even mushroom plant forward proportionate response climate crisis plant based screenshot,-0.6249,negative,0,0.03125,0.3125
95,"""@AaronDobbins_ Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global https://t.co/vSId7fRL1P""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global,0.6808,positive,1,0.011111111111111112,0.022222222222222223
96,"""CAP Fellow Charlotte Lee &amp; @NatalieGNelson will use data on sensitive species, projected changes in freshwater discharges to estuaries, existing frameworks, &amp; input from natural resource managers to estimate vulnerability of important coastal resources.
https://t.co/gZBlZCG4mG https://t.co/4UVs5zgj8e""","['cap', 'fellow', 'charlotte', 'lee', 'use', 'data', 'sensitive', 'specie', 'projected', 'change', 'freshwater', 'discharge', 'estuary', 'existing', 'framework', 'input', 'natural', 'resource', 'manager', 'estimate', 'vulnerability', 'important', 'coastal', 'resource']",cap fellow charlotte lee use data sensitive specie projected change freshwater discharge estuary existing framework input natural resource manager estimate vulnerability important coastal resource,0.34,positive,1,0.20000000000000004,0.7666666666666666
97,"""@johndoe_pa True but old age, climate and illness changes a lot.

If certain illnesses affect a man and he requires a warm shower to keep healthy he should not feel less a man.

At freezing or below freezing temperatures, don't try it.""","['true', 'old', 'age', 'climate', 'illness', 'change', 'lot', 'certain', 'illness', 'affect', 'man', 'requires', 'warm', 'shower', 'keep', 'healthy', 'feel', 'le', 'man', 'freezing', 'freezing', 'temperature', 'try']",true old age climate illness change lot certain illness affect man requires warm shower keep healthy feel le man freezing freezing temperature try,0.3182,positive,1,0.35285714285714287,0.5042857142857142
98,"""@accessd @nationalpost Wow a hack with no climate education or experience says “don’t worry, climate scientists who sound an alarm don’t really get it”. Fossil fuel paycheck incoming, I’m sure""","['wow', 'hack', 'climate', 'education', 'experience', 'say', '“don’', 'worry', 'climate', 'scientist', 'sound', 'alarm', 'don’', 'really', 'get', 'fossil', 'fuel', 'paycheck', 'incoming', 'sure']",wow hack climate education experience say “don’ worry climate scientist sound alarm don’ really get fossil fuel paycheck incoming sure,0.2023,positive,1,0.3,0.6222222222222222
99,"""@ghmplanner The environment has become a global problem""","['environment', 'ha', 'become', 'global', 'problem']",environment ha become global problem,-0.0772,neutral,2,0.0,0.0
100,"""Research has found that climate change may lead to hurricanes expanding their impact more frequently to mid latitude areas, including New York and Boston, caused by rising sea surface temperatures, changes in jet streams, and weakening in these areas. https://t.co/ZvDIwfQ8my""","['research', 'ha', 'found', 'climate', 'change', 'may', 'lead', 'hurricane', 'expanding', 'impact', 'frequently', 'mid', 'latitude', 'area', 'including', 'new', 'york', 'boston', 'caused', 'rising', 'sea', 'surface', 'temperature', 'change', 'jet', 'stream', 'weakening', 'area']",research ha found climate change may lead hurricane expanding impact frequently mid latitude area including new york boston caused rising sea surface temperature change jet stream weakening area,0.0258,neutral,2,0.06818181818181818,0.22727272727272727
101,"""In a feature article for @nationalpost I take an in-depth look at climate science and solutions, arguing that while humans are causing drastic changes to the Earth’s climate, it doesn’t mean we should upend our lives and stop emitting carbon altogether. https://t.co/Cas02ldDtY""","['feature', 'article', 'take', 'depth', 'look', 'climate', 'science', 'solution', 'arguing', 'human', 'causing', 'drastic', 'change', 'earth’', 'climate', 'doesn’', 'mean', 'upend', 'life', 'stop', 'emitting', 'carbon', 'altogether']",feature article take depth look climate science solution arguing human causing drastic change earth’ climate doesn’ mean upend life stop emitting carbon altogether,-0.4404,negative,0,-0.15625,0.39375
102,"""@theQonversation Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global https://t.co/ylBw9wJ4q3""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global,0.6808,positive,1,0.011111111111111112,0.022222222222222223
103,"""@DrGCrisp @curryja Human activity is NOT causing climate-change; it’s causing wealth &amp; freedom via capitalism. The🇺🇳United🇺🇳Nations, the🇺🇳WHO, the WEF &amp; the Vatican believe capitalism (with fossil fuels) is unsustainable &amp; a threat to their totalitarian schemes. They love communist🇨🇳China.""","['human', 'activity', 'causing', 'climate', 'change', 'causing', 'wealth', 'freedom', 'via', 'capitalism', 'theunitednations', 'thewho', 'wef', 'vatican', 'believe', 'capitalism', 'fossil', 'fuel', 'unsustainable', 'threat', 'totalitarian', 'scheme', 'love', 'communistchina']",human activity causing climate change causing wealth freedom via capitalism theunitednations thewho wef vatican believe capitalism fossil fuel unsustainable threat totalitarian scheme love communistchina,0.7269,positive,1,0.25,0.35
104,"""@Scarfer13 Just the planet getting old like we all do 🙂""","['planet', 'getting', 'old', 'like']",planet getting old like,0.3612,positive,1,0.1,0.2
105,"""@accessd @nationalpost Jesse ... you must know a lot of science ... since your op-ed disagrees with the climate sciences ... please share your degrees with everyone.

🌍🔥 #ClimateBrawl 🔥🌍""","['jesse', 'must', 'know', 'lot', 'science', 'since', 'disagrees', 'climate', 'science', 'please', 'share', 'degree', 'everyone']",jesse must know lot science since disagrees climate science please share degree everyone,0.296,positive,1,0.0,0.0
106,"""Well to all nations leader any mistake on their nuclear welfare or use of them will affect direct the planet Earth on all matters.  The move form their align planet can also damage planet in many matters including worse climate changes. Nuclear welfare warranty only dead maybe.""","['well', 'nation', 'leader', 'mistake', 'nuclear', 'welfare', 'use', 'affect', 'direct', 'planet', 'earth', 'matter', 'move', 'form', 'align', 'planet', 'also', 'damage', 'planet', 'many', 'matter', 'including', 'worse', 'climate', 'change', 'nuclear', 'welfare', 'warranty', 'dead', 'maybe']",well nation leader mistake nuclear welfare use affect direct planet earth matter move form align planet also damage planet many matter including worse climate change nuclear welfare warranty dead maybe,-0.8934,negative,0,-1.3877787807814457e-17,0.475
107,"""@NetZeroWatch There is no Climate Crisis!""","['climate', 'crisis']",climate crisis,-0.6249,negative,0,0.0,0.0
108,"""@liz_churchill10 Wonder what motivates such disdain for humanity. Why do I ask that question? Well if all those who profess and posite all the changes they propose yet refuse to implement them in their own lives it would seem the lust for neo feudalism is their egoic driver.""","['wonder', 'motivates', 'disdain', 'humanity', 'ask', 'question', 'well', 'profess', 'posite', 'change', 'propose', 'yet', 'refuse', 'implement', 'life', 'would', 'seem', 'lust', 'neo', 'feudalism', 'egoic', 'driver']",wonder motivates disdain humanity ask question well profess posite change propose yet refuse implement life would seem lust neo feudalism egoic driver,-0.6249,negative,0,0.0,0.0
109,"""i be seeing ppl starting to realize the irreversible changes the climate is starting to show and i can’t do anything but just https://t.co/rOmQTpdhMQ""","['seeing', 'ppl', 'starting', 'realize', 'irreversible', 'change', 'climate', 'starting', 'show', 'can’', 'anything']",seeing ppl starting realize irreversible change climate starting show can’ anything,-0.2023,negative,0,0.0,0.1
110,"""@theQonversation Hello I Support Covid19, Social Distancing face mask. Planet Global Earth Sun Moon Sky. I want to work Together Engineering Technology. Medicare Healthcare Innovation Sciences Technology Climate Changes Summit Blueprint Global https://t.co/DG8yOOwDV8""","['hello', 'support', 'covid19', 'social', 'distancing', 'face', 'mask', 'planet', 'global', 'earth', 'sun', 'moon', 'sky', 'want', 'work', 'together', 'engineering', 'technology', 'medicare', 'healthcare', 'innovation', 'science', 'technology', 'climate', 'change', 'summit', 'blueprint', 'global']",hello support covid19 social distancing face mask planet global earth sun moon sky want work together engineering technology medicare healthcare innovation science technology climate change summit blueprint global,0.6808,positive,1,0.011111111111111112,0.022222222222222223
